target_acc	min_dist_same	min_dist_opp	PDS_acc
PDT000004389.1	4		PDS000000535.1
PDT000004390.1	5	7	PDS000000110.2
PDT000004391.1	0	8	PDS000000193.1
PDT000004392.1	0	8	PDS000000193.1
PDT000004393.1	0	3	PDS000000534.1
PDT000004394.1	0	8	PDS000000193.1
PDT000004395.1	2	10	PDS000000193.1
PDT000004396.1	2	11	PDS000000193.1
PDT000004397.1	3	22	PDS000000526.1
PDT000004398.1	0	8	PDS000000193.1
PDT000004399.1	1	9	PDS000000193.1
PDT000004400.1	1	6	PDS000000534.1
PDT000004401.1	3	19	PDS000000526.1
PDT000004402.1	0	8	PDS000000193.1
PDT000004403.1	0	10	PDS000000193.1
PDT000004404.1	0	3	PDS000000534.1
PDT000004405.1	0	8	PDS000000193.1
PDT000004406.1	0	8	PDS000000193.1
PDT000004407.1	6	7	PDS000000534.1
PDT000004408.1	0	3	PDS000000534.1
PDT000004409.1	1	19	PDS000000534.1
PDT000004410.1	0	8	PDS000000193.1
PDT000004411.1	0	8	PDS000000193.1
PDT000004412.1	1	5	PDS000000534.1
PDT000004413.1	2	10	PDS000000193.1
PDT000004414.1	1	4	PDS000000534.1
PDT000004415.1	1	4	PDS000000534.1
PDT000004416.1	1	9	PDS000000193.1
PDT000004417.1	36	35	PDS000000523.1
PDT000004418.1	24	32	PDS000000193.1
PDT000004419.1	0	8	PDS000000193.1
PDT000004420.1	5	15	PDS000000193.1
PDT000004421.1	2	10	PDS000000193.1
PDT000004422.1	2	12	PDS000000193.1
PDT000004423.1			
PDT000004424.1	8	6	PDS000000110.2
PDT000004425.1	3	21	PDS000000534.1
PDT000003827.1	0	22	PDS000000116.2
PDT000003828.1	0	22	PDS000000116.2
PDT000003829.1	0	22	PDS000000116.2
PDT000003830.1	1	5	PDS000000110.2
PDT000003831.1	0	22	PDS000000116.2
PDT000003832.1	1	8	PDS000000531.1
PDT000003833.1	1	9	PDS000000531.1
PDT000003834.1	19	20	PDS000000110.2
PDT000003835.1	1	19	PDS000000531.1
PDT000003836.1	0	22	PDS000000116.2
PDT000003837.1	0	18	PDS000000531.1
PDT000003838.1	0	18	PDS000000531.1
PDT000003839.1	0	18	PDS000000531.1
PDT000003840.1	0	8	PDS000000110.2
PDT000003841.1	0	8	PDS000000110.2
PDT000003842.1	0	8	PDS000000110.2
PDT000003843.1	2	5	PDS000000110.2
PDT000003844.1	3		PDS000000529.1
PDT000003845.1	0	41	PDS000000531.1
PDT000003846.1	2		PDS000000533.1
PDT000003847.1	4	7	PDS000000110.2
PDT000003848.1	0	2	PDS000000110.2
PDT000003849.1			
PDT000003850.1	2		PDS000000533.1
PDT000003851.1	1		PDS000000533.1
PDT000003852.1	0		PDS000000533.1
PDT000003853.1	1		PDS000000533.1
PDT000003854.1	2	20	PDS000000531.1
PDT000003855.1	2		PDS000000533.1
PDT000003856.1	3	14	PDS000000531.1
PDT000003857.1	2	20	PDS000000531.1
PDT000003858.1	1	3	PDS000000110.2
PDT000003859.1	0	14	PDS000000528.1
PDT000003860.1	4		PDS000000530.1
PDT000003861.1	0	14	PDS000000528.1
PDT000003862.1	0	14	PDS000000528.1
PDT000003863.1	2	22	PDS000000531.1
PDT000003864.1	3	21	PDS000000531.1
PDT000003865.1	30	35	PDS000000415.1
PDT000003866.1	0		PDS000000533.1
PDT000003867.1	17		PDS000000402.1
PDT000003868.1	0	4	PDS000000110.2
PDT000003869.1	0	4	PDS000000110.2
PDT000003870.1	0	4	PDS000000110.2
PDT000003871.1	0	9	PDS000000110.2
PDT000003872.1	0	9	PDS000000110.2
PDT000003873.1	0	9	PDS000000110.2
PDT000003874.1	1	10	PDS000000110.2
PDT000003875.1	0	10	PDS000000110.2
PDT000003876.1	0	10	PDS000000110.2
PDT000003877.1	1	11	PDS000000110.2
PDT000003878.1	0	4	PDS000000110.2
PDT000003879.1	17		PDS000000402.1
PDT000003880.1	1	5	PDS000000110.2
PDT000003881.1	0	4	PDS000000110.2
PDT000003882.1	1	4	PDS000000110.2
PDT000003883.1	4	10	PDS000000110.2
PDT000003884.1	0	2	PDS000000110.2
PDT000003885.1	1	4	PDS000000110.2
PDT000003886.1	0	10	PDS000000110.2
PDT000003887.1	2	10	PDS000000110.2
PDT000003888.1	1	5	PDS000000110.2
PDT000003889.1	9	7	PDS000000531.1
PDT000003890.1	5	15	PDS000000531.1
PDT000003891.1	0	41	PDS000000531.1
PDT000003892.1	0	4	PDS000000110.2
PDT000003894.1	8	11	PDS000000531.1
PDT000003895.1	0	18	PDS000000531.1
PDT000003896.1	3	13	PDS000000531.1
PDT000003897.1	2	20	PDS000000531.1
PDT000003898.1	0	18	PDS000000531.1
PDT000003899.1	0	18	PDS000000531.1
PDT000003900.1	0	18	PDS000000531.1
PDT000003901.1	4		PDS000000530.1
PDT000003902.1	0	18	PDS000000531.1
PDT000003903.1	0	11	PDS000000110.2
PDT000003904.1	1	20	PDS000000531.1
PDT000003905.1	1	19	PDS000000531.1
PDT000003906.1	8		PDS000000529.1
PDT000003907.1	17	16	PDS000000527.1
PDT000003908.1	3		PDS000000529.1
PDT000003909.1	35	47	PDS000000528.1
PDT000003910.1	9	9	PDS000000110.2
PDT000003911.1	0	10	PDS000000110.2
PDT000003912.1	0	10	PDS000000110.2
PDT000003913.1	0	18	PDS000000531.1
PDT000003914.1	0	11	PDS000000110.2
PDT000003915.1	0	18	PDS000000531.1
PDT000003916.1	1	19	PDS000000531.1
PDT000003917.1	2	24	PDS000000116.2
PDT000003918.1	0	11	PDS000000110.2
PDT000003919.1	0	11	PDS000000110.2
PDT000003920.1	0	11	PDS000000110.2
PDT000003921.1	0	9	PDS000000110.2
PDT000004101.1	0	0	PDS000000116.2
PDT000004102.1		24	PDS000000196.1
PDT000004103.1	3	23	PDS000000527.1
PDT000004104.1	15	0	PDS000000110.2
PDT000004105.1	0	0	PDS000000193.1
PDT000004106.1	7	0	PDS000000190.1
PDT000004107.1	0	0	PDS000000193.1
PDT000004108.1	1	21	PDS000000527.1
PDT000004109.1	0	0	PDS000000193.1
PDT000004110.1	0	0	PDS000000534.1
PDT000004111.1	0	0	PDS000000190.1
PDT000004112.1	0	0	PDS000000534.1
PDT000004113.1	0	0	PDS000000534.1
PDT000004114.1	7	3	PDS000000190.1
PDT000004115.1	2	2	PDS000000534.1
PDT000004116.1		15	PDS000000203.1
PDT000004117.1	8	1	PDS000000189.1
PDT000004118.1	8	2	PDS000000189.1
PDT000004119.1	4	0	PDS000000534.1
PDT000004120.1	1	1	PDS000000193.1
PDT000004121.1	0	1	PDS000000534.1
PDT000004122.1	0	1	PDS000000534.1
PDT000004123.1	1	20	PDS000000527.1
PDT000004124.1	5	3	PDS000000534.1
PDT000004125.1	3	1	PDS000000190.1
PDT000004126.1	1	1	PDS000000534.1
PDT000004127.1	4	2	PDS000000534.1
PDT000004128.1	0	0	PDS000000190.1
PDT000004129.1	0	0	PDS000000190.1
PDT000004130.1	0	0	PDS000000534.1
PDT000004131.1	1	0	PDS000000534.1
PDT000004132.1	2	0	PDS000000190.1
PDT000004133.1	14	13	PDS000000534.1
PDT000004134.1	0	0	PDS000000534.1
PDT000004135.1	0	0	PDS000000534.1
PDT000004136.1	3	0	PDS000000534.1
PDT000004137.1	9	0	PDS000000534.1
PDT000004138.1	1	1	PDS000000190.1
PDT000004139.1	0	3	PDS000000193.1
PDT000004140.1	0	0	PDS000000534.1
PDT000004141.1	1	0	PDS000000534.1
PDT000004142.1	1	2	PDS000000534.1
PDT000004143.1	0	3	PDS000000193.1
PDT000004144.1	1	1	PDS000000534.1
PDT000004145.1	0	0	PDS000000534.1
PDT000004146.1	5	0	PDS000000193.1
PDT000004147.1	8	5	PDS000000534.1
PDT000004148.1	0	0	PDS000000534.1
PDT000004149.1	0	0	PDS000000534.1
PDT000004150.1	5	5	PDS000000534.1
PDT000004151.1	2	0	PDS000000190.1
PDT000004152.1	0	1	PDS000000534.1
PDT000004153.1	29	29	PDS000000190.1
PDT000004154.1	49	0	PDS000000436.1
PDT000004155.1	0	0	PDS000000534.1
PDT000004156.1	12	3	PDS000000110.2
PDT000004157.1	2	0	PDS000000193.1
PDT000004158.1	1	0	PDS000000190.1
PDT000004159.1	0	0	PDS000000534.1
PDT000004160.1	2	0	PDS000000534.1
PDT000004161.1	2	1	PDS000000534.1
PDT000004162.1	0	0	PDS000000116.2
PDT000004163.1	10	9	PDS000000534.1
PDT000004164.1	0	0	PDS000000116.2
PDT000004165.1	0	0	PDS000000534.1
PDT000004166.1	1	13	PDS000000193.1
PDT000004167.1	14		PDS000000525.1
PDT000004168.1	1	12	PDS000000193.1
PDT000004169.1		16	PDS000000526.1
PDT000004170.1	14		PDS000000525.1
PDT000004171.1	14		PDS000000525.1
PDT000004172.1	13	15	PDS000000524.1
PDT000004173.1	1	1	PDS000000534.1
PDT000004174.1	0	0	PDS000000534.1
PDT000004175.1	1	2	PDS000000534.1
PDT000004176.1		0	PDS000000194.1
PDT000004177.1	0	1	PDS000000534.1
PDT000004178.1	3	3	PDS000000522.1
PDT000004179.1	2	1	PDS000000534.1
PDT000004180.1	0	0	PDS000000534.1
PDT000004181.1	0	0	PDS000000534.1
PDT000004182.1	0	0	PDS000000193.1
PDT000004183.1	0	0	PDS000000534.1
PDT000004184.1	0	0	PDS000000534.1
PDT000004185.1	0	0	PDS000000193.1
PDT000004186.1	8	2	PDS000000534.1
PDT000004187.1	0	0	PDS000000190.1
PDT000004188.1	0	0	PDS000000193.1
PDT000004189.1	3	5	PDS000000524.1
PDT000004190.1	0	1	PDS000000534.1
PDT000004191.1	1	1	PDS000000193.1
PDT000004192.1	0	1	PDS000000534.1
PDT000004193.1	5	2	PDS000000534.1
PDT000004194.1	0	0	PDS000000534.1
PDT000004195.1	3	2	PDS000000524.1
PDT000004196.1	0	0	PDS000000534.1
PDT000004197.1	0	0	PDS000000534.1
PDT000004198.1	0	0	PDS000000534.1
PDT000004199.1	22	21	PDS000000190.1
PDT000004200.1	6	0	PDS000000534.1
PDT000004201.1	0	0	PDS000000534.1
PDT000004202.1	7	4	PDS000000534.1
PDT000004203.1	1	1	PDS000000534.1
PDT000004204.1	0	0	PDS000000534.1
PDT000004205.1	0	0	PDS000000534.1
PDT000004206.1	4	4	PDS000000534.1
PDT000004207.1			
PDT000004208.1	3	0	PDS000000534.1
PDT000004209.1	2	0	PDS000000534.1
PDT000004210.1	0	0	PDS000000193.1
PDT000004211.1	1	0	PDS000000534.1
PDT000004212.1	2	3	PDS000000534.1
PDT000004213.1	2	1	PDS000000534.1
PDT000004214.1	0	0	PDS000000534.1
PDT000004215.1	0	0	PDS000000534.1
PDT000004216.1	0	0	PDS000000534.1
PDT000004217.1	0	0	PDS000000534.1
PDT000004218.1	0	0	PDS000000534.1
PDT000004219.1	0	0	PDS000000534.1
PDT000004220.1	2	2	PDS000000534.1
PDT000004221.1	0	0	PDS000000534.1
PDT000004222.1	0	0	PDS000000534.1
PDT000004223.1	0	0	PDS000000190.1
PDT000004224.1	6	5	PDS000000534.1
PDT000004225.1	6	0	PDS000000534.1
PDT000004226.1	2	2	PDS000000534.1
PDT000004227.1	0	0	PDS000000534.1
PDT000004228.1	1	2	PDS000000534.1
PDT000004229.1	3	2	PDS000000534.1
PDT000004230.1	29	21	PDS000000523.1
PDT000004231.1	0	0	PDS000000534.1
PDT000004232.1	0	0	PDS000000534.1
PDT000004233.1	7	0	PDS000000534.1
PDT000004234.1			
PDT000004235.1	0	0	PDS000000534.1
PDT000004236.1	0	0	PDS000000522.1
PDT000004237.1	0	1	PDS000000534.1
PDT000004238.1	6	0	PDS000000534.1
PDT000004239.1	0	0	PDS000000534.1
PDT000004240.1	0	0	PDS000000522.1
PDT000004241.1	2	1	PDS000000534.1
PDT000004242.1	0	0	PDS000000193.1
PDT000004243.1	0	0	PDS000000193.1
PDT000004244.1	2	2	PDS000000193.1
PDT000004245.1	4	4	PDS000000534.1
PDT000004246.1	2	22	PDS000000072.2
PDT000004247.1	3	10	PDS000000116.2
PDT000004248.1	3	11	PDS000000116.2
PDT000004249.1	5	12	PDS000000116.2
PDT000004250.1	0	7	PDS000000116.2
PDT000004251.1	0	7	PDS000000116.2
PDT000004252.1	1	8	PDS000000116.2
PDT000004253.1	0	7	PDS000000116.2
PDT000004254.1	0	8	PDS000000116.2
PDT000004255.1	0	8	PDS000000116.2
PDT000004256.1	11	3	PDS000000576.1
PDT000004257.1	0	16	PDS000000072.2
PDT000004258.1	0	8	PDS000000116.2
PDT000004259.1	0	8	PDS000000116.2
PDT000004260.1	2	22	PDS000000072.2
PDT000004261.1	2	9	PDS000000116.2
PDT000004262.1	1	8	PDS000000116.2
PDT000004263.1	0		PDS000000144.1
PDT000004264.1	1		PDS000000144.1
PDT000004265.1	23	16	PDS000000520.1
PDT000004266.1	2	2	PDS000000072.2
PDT000004267.1	1	0	PDS000000072.2
PDT000004268.1	2	2	PDS000000072.2
PDT000004269.1	3		PDS000000144.1
PDT000004270.1	0	3	PDS000000073.2
PDT000004271.1	1	4	PDS000000073.2
PDT000004272.1	0		PDS000000144.1
PDT000004273.1	0		PDS000000144.1
PDT000004274.1	0		PDS000000144.1
PDT000004275.1	1		PDS000000144.1
PDT000004276.1	0		PDS000000133.1
PDT000004277.1	6	7	PDS000000073.2
PDT000004278.1	5		PDS000000144.1
PDT000004279.1	1	1	PDS000000072.2
PDT000004280.1	0	0	PDS000000072.2
PDT000004281.1	1	1	PDS000000072.2
PDT000004282.1	1	1	PDS000000072.2
PDT000004283.1	0	0	PDS000000072.2
PDT000004284.1	0	0	PDS000000072.2
PDT000004285.1	0	7	PDS000000116.2
PDT000004304.1	7	20	PDS000000116.2
PDT000004305.1	0	17	PDS000000116.2
PDT000004306.1	12	12	PDS000000116.2
PDT000004674.1	0	3	PDS000000534.1
PDT000004675.1	2	18	PDS000000534.1
PDT000004676.1	0	10	PDS000000193.1
PDT000004677.1	0	8	PDS000000193.1
PDT000004678.1	1	11	PDS000000193.1
PDT000004679.1			
PDT000004680.1	1	4	PDS000000534.1
PDT000004681.1	1	6	PDS000000534.1
PDT000004682.1	1	9	PDS000000193.1
PDT000004683.1	2	6	PDS000000534.1
PDT000004684.1	3	4	PDS000000534.1
PDT000004685.1	2	6	PDS000000534.1
PDT000004686.1	2	16	PDS000000436.1
PDT000004687.1	1	9	PDS000000193.1
PDT000004688.1	0	18	PDS000000534.1
PDT000004689.1	0	8	PDS000000193.1
PDT000004690.1			
PDT000004691.1	2	7	PDS000000534.1
PDT000004692.1	3	11	PDS000000193.1
PDT000004693.1	4	9	PDS000000534.1
PDT000004694.1	1	10	PDS000000193.1
PDT000004695.1	2	20	PDS000000534.1
PDT000004696.1	3	11	PDS000000193.1
PDT000004697.1	1	6	PDS000000534.1
PDT000004698.1	1	9	PDS000000193.1
PDT000004699.1	3	6	PDS000000534.1
PDT000004700.1	0	9	PDS000000193.1
PDT000004701.1	0	9	PDS000000193.1
PDT000004702.1	1	5	PDS000000534.1
PDT000004703.1			
PDT000004704.1	3	21	PDS000000534.1
PDT000004705.1	0	18	PDS000000534.1
PDT000004706.1	2	18	PDS000000534.1
PDT000004707.1	2	9	PDS000000534.1
PDT000004708.1	1	7	PDS000000534.1
PDT000004709.1	2	12	PDS000000193.1
PDT000004710.1	2	9	PDS000000534.1
PDT000004711.1	3	21	PDS000000534.1
PDT000004712.1	6	7	PDS000000534.1
PDT000004713.1	2	11	PDS000000534.1
PDT000004714.1	5	9	PDS000000534.1
PDT000004715.1	20	34	PDS000000519.1
PDT000004716.1			
PDT000004717.1	1	10	PDS000000193.1
PDT000004718.1	1	19	PDS000000534.1
PDT000004719.1	3	11	PDS000000193.1
PDT000004720.1	4	20	PDS000000534.1
PDT000004721.1	2	10	PDS000000193.1
PDT000004722.1	4	8	PDS000000534.1
PDT000004723.1	4	7	PDS000000534.1
PDT000004724.1	3	7	PDS000000534.1
PDT000004725.1	0	18	PDS000000534.1
PDT000004726.1	2	6	PDS000000534.1
PDT000004727.1	1	12	PDS000000193.1
PDT000004728.1	3	8	PDS000000534.1
PDT000004729.1	2	3	PDS000000534.1
PDT000004730.1	3	9	PDS000000534.1
PDT000004731.1			
PDT000004732.1	0	10	PDS000000193.1
PDT000004733.1	1	11	PDS000000193.1
PDT000004734.1	2	9	PDS000000190.1
PDT000004735.1	4	5	PDS000000534.1
PDT000004736.1	3	8	PDS000000190.1
PDT000004737.1		25	PDS000000120.2
PDT000004738.1	2	6	PDS000000534.1
PDT000004739.1	3	3	PDS000000534.1
PDT000004740.1	1	2	PDS000000534.1
PDT000004741.1	2	11	PDS000000190.1
PDT000004742.1	2	2	PDS000000534.1
PDT000004743.1	3	8	PDS000000534.1
PDT000004744.1	5		PDS000000518.1
PDT000004745.1	2	4	PDS000000534.1
PDT000004746.1	1	3	PDS000000534.1
PDT000004747.1	2	4	PDS000000534.1
PDT000004748.1	5		PDS000000518.1
PDT000004749.1	2	5	PDS000000534.1
PDT000004750.1	10	14	PDS000000534.1
PDT000004751.1	1	3	PDS000000534.1
PDT000004752.1	1	5	PDS000000193.1
PDT000004753.1	7	11	PDS000000534.1
PDT000004754.1	1	4	PDS000000534.1
PDT000004755.1	20	28	PDS000000519.1
PDT000004756.1	2	10	PDS000000193.1
PDT000004757.1	2	3	PDS000000534.1
PDT000004758.1	3	2	PDS000000534.1
PDT000004759.1	2	5	PDS000000534.1
PDT000004760.1			
PDT000004761.1	23	23	PDS000000534.1
PDT000004762.1	2	7	PDS000000193.1
PDT000004763.1	1	5	PDS000000193.1
PDT000004764.1	1	4	PDS000000193.1
PDT000004765.1	6	6	PDS000000534.1
PDT000004766.1	3	5	PDS000000534.1
PDT000004767.1	4	8	PDS000000193.1
PDT000004768.1	15	16	PDS000000534.1
PDT000004769.1	10	12	PDS000000534.1
PDT000004770.1	0	10	PDS000000193.1
PDT000004771.1	1	9	PDS000000193.1
PDT000004772.1	1	2	PDS000000534.1
PDT000004773.1	0	8	PDS000000193.1
PDT000004774.1	2	3	PDS000000534.1
PDT000004775.1	1	9	PDS000000193.1
PDT000004776.1	0	10	PDS000000193.1
PDT000004777.1	3		PDS000000516.1
PDT000004778.1	2		PDS000000516.1
PDT000004779.1	1	12	PDS000000534.1
PDT000004780.1	33	45	PDS000000197.1
PDT000004781.1	1	12	PDS000000534.1
PDT000004782.1	0	34	PDS000000436.1
PDT000004783.1	1	23	PDS000000526.1
PDT000004784.1	4		PDS000000411.1
PDT000004785.1	0	15	PDS000000116.2
PDT000004786.1	0		PDS000000517.1
PDT000004787.1	21	34	PDS000000552.1
PDT000004788.1	2		PDS000000516.1
PDT000004789.1	3	25	PDS000000526.1
PDT000004790.1	1	16	PDS000000116.2
PDT000004791.1	4		PDS000000517.1
PDT000004792.1	8	42	PDS000000436.1
PDT000004793.1	19	29	PDS000000526.1
PDT000004794.1	11	16	PDS000000526.1
PDT000004795.1	21		PDS000000516.1
PDT000004796.1	1		PDS000000517.1
PDT000004797.1	3		PDS000000516.1
PDT000004798.1	0		PDS000000517.1
PDT000004799.1			
PDT000004800.1	2		PDS000000517.1
PDT000004801.1	2		PDS000000517.1
PDT000004802.1	0		PDS000000517.1
PDT000004803.1	2		PDS000000517.1
PDT000004804.1	3		PDS000000517.1
PDT000004805.1	2		PDS000000517.1
PDT000004806.1	1	22	PDS000000526.1
PDT000004807.1	3		PDS000000516.1
PDT000004808.1	22		PDS000000516.1
PDT000004809.1	4		PDS000000516.1
PDT000004810.1	3	18	PDS000000116.2
PDT000004811.1			
PDT000004812.1	0		PDS000000516.1
PDT000004813.1	0		PDS000000517.1
PDT000004814.1	0		PDS000000516.1
PDT000004815.1	2		PDS000000516.1
PDT000004816.1	13	23	PDS000000526.1
PDT000004817.1	1	12	PDS000000534.1
PDT000004818.1	2	23	PDS000000526.1
PDT000004819.1	1	12	PDS000000534.1
PDT000004820.1	3	14	PDS000000534.1
PDT000004821.1	2	13	PDS000000534.1
PDT000004822.1	0	11	PDS000000534.1
PDT000004823.1	1	12	PDS000000534.1
PDT000004824.1	1	12	PDS000000534.1
PDT000004825.1	1	12	PDS000000534.1
PDT000004826.1	1	12	PDS000000534.1
PDT000004827.1	35		PDS000000515.1
PDT000004828.1	8	17	PDS000000534.1
PDT000004829.1	6	17	PDS000000534.1
PDT000004830.1	1	12	PDS000000534.1
PDT000004831.1	1	12	PDS000000534.1
PDT000004832.1	1	35	PDS000000436.1
PDT000004833.1	1	12	PDS000000534.1
PDT000004834.1	0	11	PDS000000534.1
PDT000004835.1	1	12	PDS000000534.1
PDT000004836.1	0	11	PDS000000534.1
PDT000004837.1	0	34	PDS000000436.1
PDT000004838.1	1	12	PDS000000534.1
PDT000004839.1	2	13	PDS000000534.1
PDT000004840.1	0	11	PDS000000534.1
PDT000004841.1	1	12	PDS000000534.1
PDT000004842.1	0	11	PDS000000534.1
PDT000004843.1	4	15	PDS000000534.1
PDT000004844.1	1	12	PDS000000534.1
PDT000004845.1	1	12	PDS000000534.1
PDT000004846.1			
PDT000004847.1	9	18	PDS000000534.1
PDT000004848.1	1	12	PDS000000534.1
PDT000004849.1	1	16	PDS000000116.2
PDT000004850.1	0	21	PDS000000526.1
PDT000004851.1	0	15	PDS000000116.2
PDT000004852.1	4		PDS000000411.1
PDT000004853.1	0	21	PDS000000526.1
PDT000004854.1	9	13	PDS000000111.2
PDT000004855.1	3	5	PDS000000111.2
PDT000004856.1	0	4	PDS000000111.2
PDT000004857.1	1	5	PDS000000111.2
PDT000004858.1	0	4	PDS000000111.2
PDT000004859.1	21		PDS000000613.1
PDT000004860.1	0	4	PDS000000111.2
PDT000004861.1	18	24	PDS000000111.2
PDT000004862.1	2	6	PDS000000111.2
PDT000004863.1			
PDT000004864.1	2	6	PDS000000111.2
PDT000004865.1	0	7	PDS000000111.2
PDT000004866.1	0	7	PDS000000111.2
PDT000004867.1	1	8	PDS000000111.2
PDT000002963.1	6	4	PDS000000111.2
PDT000002964.1	5	3	PDS000000111.2
PDT000002965.1	2	4	PDS000000111.2
PDT000002966.1	2	4	PDS000000111.2
PDT000002967.1	2	2	PDS000000111.2
PDT000002969.1	4	2	PDS000000111.2
PDT000002970.1			
PDT000002971.1	20	12	PDS000000367.1
PDT000002968.1	6	4	PDS000000111.2
PDT000009678.1	9	15	PDS000000501.1
PDT000009845.1			
PDT000009218.1	4	38	PDS000000451.1
PDT000010185.1	2	7	PDS000000132.1
PDT000009387.1	4		PDS000000481.1
PDT000009727.1			
PDT000009653.1	80		PDS000000514.1
PDT000009520.1	34		PDS000000610.1
PDT000009843.1			
PDT000010211.1	0	7	PDS000000132.1
PDT000009635.1			
PDT000009986.1	2	8	PDS000000016.2
PDT000009344.1	6	13	PDS000000500.1
PDT000009645.1	0	15	PDS000000066.2
PDT000009812.1	9		PDS000000508.1
PDT000009863.1	0	2	PDS000000012.2
PDT000010225.1	3	31	PDS000000483.1
PDT000009537.1	1		PDS000000513.1
PDT000009734.1			
PDT000010228.1			
PDT000010111.1	0	4	PDS000000012.2
PDT000009569.1	51		PDS000000513.1
PDT000009781.1			
PDT000010149.1	0	2	PDS000000403.1
PDT000009341.1	35		PDS000000509.1
PDT000009743.1	19	23	PDS000000132.1
PDT000010195.1	1	1	PDS000000132.1
PDT000010082.1	1	10	PDS000000132.1
PDT000009864.1	1	1	PDS000000132.1
PDT000009369.1	13	47	PDS000000507.1
PDT000009993.1	1	20	PDS000000445.1
PDT000010256.1			
PDT000009441.1	8	7	PDS000000012.2
PDT000009170.1	0	16	PDS000000084.2
PDT000009401.1	5	22	PDS000000066.2
PDT000009134.1	7		PDS000000512.1
PDT000009946.1	22	17	PDS000000081.2
PDT000009901.1	9	9	PDS000000012.2
PDT000009260.1	16	20	PDS000000006.2
PDT000009870.1	20	13	PDS000000008.2
PDT000009378.1			
PDT000009704.1	20	26	PDS000000419.1
PDT000009559.1	16	17	PDS000000037.2
PDT000009822.1	13		PDS000000511.1
PDT000009172.1	3	1	PDS000000500.1
PDT000009615.1	29	23	PDS000000037.2
PDT000009297.1	7		PDS000000471.1
PDT000009501.1			
PDT000010037.1	3		PDS000000452.1
PDT000009780.1	10	18	PDS000000311.1
PDT000009670.1	20		PDS000000509.1
PDT000009396.1	8		PDS000000485.1
PDT000009646.1	2	4	PDS000000500.1
PDT000003520.1	7	4	PDS000000012.2
PDT000003523.1	2	1	PDS000000012.2
PDT000003519.1		1	PDS000000463.1
PDT000003524.1	4	4	PDS000000012.2
PDT000003521.1	0	0	PDS000000012.2
PDT000003522.1	0	0	PDS000000012.2
PDT000003518.1	4	2	PDS000000012.2
PDT000009909.1	2	16	PDS000000458.1
PDT000009572.1	28		PDS000000492.1
PDT000009371.1	55		PDS000000508.1
PDT000009775.1			
PDT000009446.1	2	5	PDS000000501.1
PDT000009277.1	17		PDS000000482.1
PDT000010016.1	0	26	PDS000000458.1
PDT000009717.1	8	20	PDS000000081.2
PDT000009906.1	3	14	PDS000000006.2
PDT000009514.1	8	0	PDS000000037.2
PDT000009949.1	5	11	PDS000000576.1
PDT000010271.1			
PDT000009318.1	9		PDS000000508.1
PDT000010059.1	4	0	PDS000000012.2
PDT000009647.1	13	36	PDS000000507.1
PDT000009348.1	16	28	PDS000000445.1
PDT000009867.1	0	22	PDS000000445.1
PDT000009340.1	9		PDS000000506.1
PDT000010202.1	12	26	PDS000000419.1
PDT000010078.1	7		PDS000000512.1
PDT000009642.1			
PDT000009453.1	13	16	PDS000000132.1
PDT000009682.1	15	31	PDS000000419.1
PDT000009692.1	10	17	PDS000000500.1
PDT000009680.1	8		PDS000000486.1
PDT000009585.1			
PDT000009143.1	8	3	PDS000000502.1
PDT000009517.1	13		PDS000000505.1
PDT000009911.1	13	14	PDS000000483.1
PDT000009997.1	5	4	PDS000000014.2
PDT000009710.1			
PDT000010027.1	0	22	PDS000000445.1
PDT000009167.1	1	22	PDS000000483.1
PDT000009894.1	19		PDS000000504.1
PDT000009829.1	5	9	PDS000000012.2
PDT000010281.1			
PDT000009346.1	7		PDS000000503.1
PDT000009459.1			
PDT000009741.1	27	21	PDS000000016.2
PDT000009719.1	9	0	PDS000000132.1
PDT000010277.1	3	3	PDS000000016.2
PDT000009967.1	13		PDS000000469.1
PDT000010106.1	6	5	PDS000000006.2
PDT000010049.1	8	11	PDS000000502.1
PDT000009604.1			
PDT000009808.1			
PDT000010171.1	0	22	PDS000000445.1
PDT000010103.1	12	12	PDS000000012.2
PDT000009720.1			
PDT000010087.1	3	3	PDS000000012.2
PDT000009470.1	40	17	PDS000000010.2
PDT000009406.1			
PDT000009626.1	5	10	PDS000000501.1
PDT000009601.1			
PDT000009495.1			
PDT000009658.1	6	25	PDS000000081.2
PDT000009709.1			
PDT000009376.1	0		PDS000000449.1
PDT000009580.1	5	17	PDS000000445.1
PDT000009220.1	10	11	PDS000000012.2
PDT000010060.1	3		PDS000000504.1
PDT000010095.1	0	27	PDS000000483.1
PDT000009164.1	37	55	PDS000000451.1
PDT000010090.1	0	9	PDS000000132.1
PDT000009423.1	17	22	PDS000000081.2
PDT000009542.1	30	22	PDS000000006.2
PDT000009265.1			
PDT000010046.1	3	4	PDS000000012.2
PDT000010022.1	5	23	PDS000000500.1
PDT000009722.1	28	42	PDS000000006.2
PDT000009994.1	5	23	PDS000000458.1
PDT000010057.1	0	16	PDS000000037.2
PDT000009425.1			
PDT000009153.1	15	10	PDS000000236.1
PDT000009372.1		1	PDS000000416.1
PDT000009480.1	25		PDS000000513.1
PDT000009244.1	25	16	PDS000000445.1
PDT000009282.1			
PDT000010118.1	2	4	PDS000000132.1
PDT000009253.1	9	28	PDS000000445.1
PDT000009579.1	3	21	PDS000000010.2
PDT000009232.1			
PDT000009154.1	42		PDS000000459.1
PDT000010120.1	41	48	PDS000000014.2
