target_name,target_acc,amrfinder_results,nucleotide_fasta,protein_fasta,gff,contig_report
GCA_900143375.1,PDT000024512.1,GCA_900143375.1.amrfinder,GCA_900143375.1_Hp_6-10_05_genomic.fna,,,
GCA_900143385.1,PDT000024513.1,GCA_900143385.1.amrfinder,GCA_900143385.1_Hp_7-8_05_genomic.fna,,,
GCA_900143395.1,PDT000024517.1,GCA_900143395.1.amrfinder,GCA_900143395.1_Hp_6-9_05_genomic.fna,,,
GCA_900143405.1,PDT000024511.1,GCA_900143405.1.amrfinder,GCA_900143405.1_Hp_23-14_05_genomic.fna,,,
GCA_900143415.1,PDT000024516.1,GCA_900143415.1.amrfinder,GCA_900143415.1_Hp_76-17_05_genomic.fna,,,
GCA_900143425.1,PDT000024508.1,GCA_900143425.1.amrfinder,GCA_900143425.1_Hp_76-7_05_genomic.fna,,,
GCA_900143435.1,PDT000024507.1,GCA_900143435.1.amrfinder,GCA_900143435.1_Hp_7-6_05_genomic.fna,,,
GCA_900143445.1,PDT000024515.1,GCA_900143445.1.amrfinder,GCA_900143445.1_Hp_5-7_05_genomic.fna,,,
GCA_900143455.1,PDT000024503.1,GCA_900143455.1.amrfinder,GCA_900143455.1_Hp_22-12_05_genomic.fna,,,
GCA_900143475.1,PDT000024514.1,GCA_900143475.1.amrfinder,GCA_900143475.1_Hp_23-9_05_genomic.fna,,,
GCA_900143495.1,PDT000024504.1,GCA_900143495.1.amrfinder,GCA_900143495.1_Hp_21-11_05_genomic.fna,,,
GCA_900148525.1,PDT000024529.1,GCA_900148525.1.amrfinder,GCA_900148525.1_Hp_23-14_05_genomic.fna,,,
GCA_900148535.1,PDT000024531.1,GCA_900148535.1.amrfinder,GCA_900148535.1_Hp_74-d1_05_genomic.fna,,,
GCA_900148545.1,PDT000024532.1,GCA_900148545.1.amrfinder,GCA_900148545.1_Hp_74-d5_05_genomic.fna,,,
GCA_900148565.1,PDT000024530.1,GCA_900148565.1.amrfinder,GCA_900148565.1_Hp_24-3_05_genomic.fna,,,
GCA_900148585.1,PDT000024519.1,GCA_900148585.1.amrfinder,GCA_900148585.1_Hp_5-7_05_genomic.fna,,,
GCA_900148595.1,PDT000024520.1,GCA_900148595.1.amrfinder,GCA_900148595.1_Hp_5-10_05_genomic.fna,,,
GCA_900148605.1,PDT000024533.1,GCA_900148605.1.amrfinder,GCA_900148605.1_Hp_76-7_05_genomic.fna,,,
GCA_900148615.1,PDT000024521.1,GCA_900148615.1.amrfinder,GCA_900148615.1_Hp_6-9_05_genomic.fna,,,
GCA_900148635.1,PDT000024523.1,GCA_900148635.1.amrfinder,GCA_900148635.1_Hp_7-6_05_genomic.fna,,,
GCA_900148665.1,PDT000024526.1,GCA_900148665.1.amrfinder,GCA_900148665.1_Hp_21-21_05_genomic.fna,,,
GCA_900148675.1,PDT000024525.1,GCA_900148675.1.amrfinder,GCA_900148675.1_Hp_21-11_05_genomic.fna,,,
GCA_900148685.1,PDT000024528.1,GCA_900148685.1.amrfinder,GCA_900148685.1_Hp_23-9_05_genomic.fna,,,
GCA_900148695.1,PDT000024534.1,GCA_900148695.1.amrfinder,GCA_900148695.1_Hp_76-17_05_genomic.fna,,,
GCA_900148705.1,PDT000024527.1,GCA_900148705.1.amrfinder,GCA_900148705.1_Hp_22-12_05_genomic.fna,,,
GCA_900148715.1,PDT000024522.1,GCA_900148715.1.amrfinder,GCA_900148715.1_Hp_6-10_05_genomic.fna,,,
GCA_900148725.1,PDT000024524.1,GCA_900148725.1.amrfinder,GCA_900148725.1_Hp_7-8_05_genomic.fna,,,
GCA_900205785.1,PDT000024923.1,GCA_900205785.1.amrfinder,GCA_900205785.1_WGS410_S18_genomic.fna,,,
GCA_900205805.1,PDT000024920.1,GCA_900205805.1.amrfinder,GCA_900205805.1_WGS406_S14_genomic.fna,,,
GCA_900205835.1,PDT000024921.1,GCA_900205835.1.amrfinder,GCA_900205835.1_WGS413_S20_genomic.fna,,,
GCA_900205855.1,PDT000024922.1,GCA_900205855.1.amrfinder,GCA_900205855.1_WGS409_S17_genomic.fna,,,
GCA_900302715.1,PDT000025168.1,GCA_900302715.1.amrfinder,GCA_900302715.1_V1392_genomic.fna,,,
GCA_900302725.1,PDT000025171.1,GCA_900302725.1.amrfinder,GCA_900302725.1_V1485_genomic.fna,,,
GCA_900302735.1,PDT000025169.1,GCA_900302735.1.amrfinder,GCA_900302735.1_V1402_genomic.fna,,,
GCA_900302765.1,PDT000025170.1,GCA_900302765.1.amrfinder,GCA_900302765.1_V1476_genomic.fna,,,
GCA_900302775.1,PDT000025172.1,GCA_900302775.1.amrfinder,GCA_900302775.1_V1487_genomic.fna,,,
GCA_900302785.1,PDT000025173.1,GCA_900302785.1.amrfinder,GCA_900302785.1_V1511_genomic.fna,,,
GCA_900302795.1,PDT000025174.1,GCA_900302795.1.amrfinder,GCA_900302795.1_V1542_genomic.fna,,,
GCA_900302805.1,PDT000025177.1,GCA_900302805.1.amrfinder,GCA_900302805.1_V1641_genomic.fna,,,
GCA_900302815.1,PDT000025175.1,GCA_900302815.1.amrfinder,GCA_900302815.1_V1543_genomic.fna,,,
GCA_900302825.1,PDT000025176.1,GCA_900302825.1.amrfinder,GCA_900302825.1_V1555_genomic.fna,,,
GCA_900302835.1,PDT000025180.1,GCA_900302835.1.amrfinder,GCA_900302835.1_V1703_genomic.fna,,,
GCA_900302845.1,PDT000025179.1,GCA_900302845.1.amrfinder,GCA_900302845.1_V1701_genomic.fna,,,
GCA_900302855.1,PDT000025178.1,GCA_900302855.1.amrfinder,GCA_900302855.1_V1687_genomic.fna,,,
GCA_900302865.1,PDT000025183.1,GCA_900302865.1.amrfinder,GCA_900302865.1_V1736_genomic.fna,,,
GCA_900302875.1,PDT000025182.1,GCA_900302875.1.amrfinder,GCA_900302875.1_V1711_genomic.fna,,,
GCA_900302885.1,PDT000025181.1,GCA_900302885.1.amrfinder,GCA_900302885.1_V1708_genomic.fna,,,
GCA_900302895.1,PDT000025184.1,GCA_900302895.1.amrfinder,GCA_900302895.1_V1757_genomic.fna,,,
GCA_900302905.1,PDT000025187.1,GCA_900302905.1.amrfinder,GCA_900302905.1_V1767_genomic.fna,,,
GCA_900302915.1,PDT000025185.1,GCA_900302915.1.amrfinder,GCA_900302915.1_V1763_genomic.fna,,,
GCA_900302925.1,PDT000025186.1,GCA_900302925.1.amrfinder,GCA_900302925.1_V1765_genomic.fna,,,
GCA_900302935.1,PDT000025188.1,GCA_900302935.1.amrfinder,GCA_900302935.1_V1774_genomic.fna,,,
GCA_900302945.1,PDT000025189.1,GCA_900302945.1.amrfinder,GCA_900302945.1_V1775_genomic.fna,,,
GCA_900302955.1,PDT000025191.1,GCA_900302955.1.amrfinder,GCA_900302955.1_V1780_genomic.fna,,,
GCA_900302965.1,PDT000025194.1,GCA_900302965.1.amrfinder,GCA_900302965.1_V1795_genomic.fna,,,
GCA_900302975.1,PDT000025193.1,GCA_900302975.1.amrfinder,GCA_900302975.1_V1789_genomic.fna,,,
GCA_900302985.1,PDT000025192.1,GCA_900302985.1.amrfinder,GCA_900302985.1_V1782_genomic.fna,,,
GCA_900302995.1,PDT000025196.1,GCA_900302995.1.amrfinder,GCA_900302995.1_V1797_genomic.fna,,,
GCA_900303005.1,PDT000025197.1,GCA_900303005.1.amrfinder,GCA_900303005.1_V1851_genomic.fna,,,
GCA_900303015.1,PDT000025198.1,GCA_900303015.1.amrfinder,GCA_900303015.1_V1861_genomic.fna,,,
GCA_900303025.1,PDT000025195.1,GCA_900303025.1.amrfinder,GCA_900303025.1_V1796_genomic.fna,,,
GCA_900303035.1,PDT000025199.1,GCA_900303035.1.amrfinder,GCA_900303035.1_V1873_genomic.fna,,,
GCA_900303045.1,PDT000025201.1,GCA_900303045.1.amrfinder,GCA_900303045.1_V1877_genomic.fna,,,
GCA_900303055.1,PDT000025200.1,GCA_900303055.1.amrfinder,GCA_900303055.1_V1874_genomic.fna,,,
GCA_900303065.1,PDT000025202.1,GCA_900303065.1.amrfinder,GCA_900303065.1_V1880_genomic.fna,,,
GCA_900303075.1,PDT000025205.1,GCA_900303075.1.amrfinder,GCA_900303075.1_V1890_genomic.fna,,,
GCA_900303085.1,PDT000025204.1,GCA_900303085.1.amrfinder,GCA_900303085.1_V1886_genomic.fna,,,
GCA_900303095.1,PDT000025203.1,GCA_900303095.1.amrfinder,GCA_900303095.1_V1885_genomic.fna,,,
GCA_900303105.1,PDT000025206.1,GCA_900303105.1.amrfinder,GCA_900303105.1_V1897_genomic.fna,,,
GCA_900303115.1,PDT000025207.1,GCA_900303115.1.amrfinder,GCA_900303115.1_V1906_genomic.fna,,,
GCA_900303125.1,PDT000025209.1,GCA_900303125.1.amrfinder,GCA_900303125.1_V1917_genomic.fna,,,
GCA_900303135.1,PDT000025210.1,GCA_900303135.1.amrfinder,GCA_900303135.1_V1923_genomic.fna,,,
GCA_900303145.1,PDT000025208.1,GCA_900303145.1.amrfinder,GCA_900303145.1_V1916_genomic.fna,,,
GCA_900303155.1,PDT000025211.1,GCA_900303155.1.amrfinder,GCA_900303155.1_V1932_genomic.fna,,,
GCA_900303165.1,PDT000025213.1,GCA_900303165.1.amrfinder,GCA_900303165.1_V1934_genomic.fna,,,
GCA_900303175.1,PDT000025212.1,GCA_900303175.1.amrfinder,GCA_900303175.1_V1933_genomic.fna,,,
GCA_900303185.1,PDT000025214.1,GCA_900303185.1.amrfinder,GCA_900303185.1_VD392_genomic.fna,,,
GCA_900303195.1,PDT000025215.1,GCA_900303195.1.amrfinder,GCA_900303195.1_VD468_genomic.fna,,,
GCA_900303295.1,PDT000025190.1,GCA_900303295.1.amrfinder,GCA_900303295.1_V1779_genomic.fna,,,
GCA_900332125.2,PDT000025233.1,GCA_900332125.2.amrfinder,GCA_900332125.2_TASVRE1_genomic.fna,,,
GCA_900634805.1,PDT000025603.1,GCA_900634805.1.amrfinder,GCA_900634805.1_E0139_hybrid_assembly_genomic.fna,,,
GCA_900635365.1,PDT000025604.1,GCA_900635365.1.amrfinder,GCA_900635365.1_E1334_hybrid_assembly_genomic.fna,,,
GCA_900635415.1,PDT000025605.1,GCA_900635415.1.amrfinder,GCA_900635415.1_E6043_hybrid_assembly_genomic.fna,,,
GCA_900638765.1,PDT000025610.1,GCA_900638765.1.amrfinder,GCA_900638765.1_E2079_hybrid_assembly_genomic.fna,,,
GCA_900638775.1,PDT000025611.1,GCA_900638775.1.amrfinder,GCA_900638775.1_E4227_hybrid_assembly_genomic.fna,,,
GCA_900638785.1,PDT000025612.1,GCA_900638785.1.amrfinder,GCA_900638785.1_E1774_hybrid_assembly_genomic.fna,,,
GCA_900638795.1,PDT000025613.1,GCA_900638795.1.amrfinder,GCA_900638795.1_E4413_hybrid_assembly_genomic.fna,,,
GCA_900638805.1,PDT000025614.1,GCA_900638805.1.amrfinder,GCA_900638805.1_E4402_hybrid_assembly_genomic.fna,,,
GCA_900638815.1,PDT000025615.1,GCA_900638815.1.amrfinder,GCA_900638815.1_E0595_hybrid_assembly_genomic.fna,,,
GCA_900638825.1,PDT000025616.1,GCA_900638825.1.amrfinder,GCA_900638825.1_E4438_hybrid_assembly_genomic.fna,,,
GCA_900639335.1,PDT000025640.1,GCA_900639335.1.amrfinder,GCA_900639335.1_E7067_hybrid_assembly_genomic.fna,,,
GCA_900639345.1,PDT000025641.1,GCA_900639345.1.amrfinder,GCA_900639345.1_E6055_hybrid_assembly_genomic.fna,,,
GCA_900639355.1,PDT000025643.1,GCA_900639355.1.amrfinder,GCA_900639355.1_E7025_hybrid_assembly_genomic.fna,,,
GCA_900639365.1,PDT000025642.1,GCA_900639365.1.amrfinder,GCA_900639365.1_E7171_hybrid_assembly_genomic.fna,,,
GCA_900639385.1,PDT000025644.1,GCA_900639385.1.amrfinder,GCA_900639385.1_E7040_hybrid_assembly_genomic.fna,,,
GCA_900639395.1,PDT000025645.1,GCA_900639395.1.amrfinder,GCA_900639395.1_E6975_hybrid_assembly_genomic.fna,,,
GCA_900639405.1,PDT000025646.1,GCA_900639405.1.amrfinder,GCA_900639405.1_E4457_hybrid_assembly_genomic.fna,,,
GCA_900639415.1,PDT000025647.1,GCA_900639415.1.amrfinder,GCA_900639415.1_E6988_hybrid_assembly_genomic.fna,,,
GCA_900639425.1,PDT000025648.1,GCA_900639425.1.amrfinder,GCA_900639425.1_E7098_hybrid_assembly_genomic.fna,,,
GCA_900639445.1,PDT000025649.1,GCA_900639445.1.amrfinder,GCA_900639445.1_E7199_hybrid_assembly_genomic.fna,,,
GCA_900639455.1,PDT000025650.1,GCA_900639455.1.amrfinder,GCA_900639455.1_E7237_hybrid_assembly_genomic.fna,,,
GCA_900639465.1,PDT000025651.1,GCA_900639465.1.amrfinder,GCA_900639465.1_E7429_hybrid_assembly_genomic.fna,,,
GCA_900639475.1,PDT000025815.1,GCA_900639475.1.amrfinder,GCA_900639475.1_E7207_hybrid_assembly_genomic.fna,,,
GCA_900639485.1,PDT000025652.1,GCA_900639485.1.amrfinder,GCA_900639485.1_E7240_hybrid_assembly_genomic.fna,,,
GCA_900639495.1,PDT000025653.1,GCA_900639495.1.amrfinder,GCA_900639495.1_E7471_hybrid_assembly_genomic.fna,,,
GCA_900639505.1,PDT000025654.1,GCA_900639505.1.amrfinder,GCA_900639505.1_E7356_hybrid_assembly_genomic.fna,,,
GCA_900639515.1,PDT000025622.1,GCA_900639515.1.amrfinder,GCA_900639515.1_E7654_hybrid_assembly_genomic.fna,,,
GCA_900639525.1,PDT000025623.1,GCA_900639525.1.amrfinder,GCA_900639525.1_E7663_hybrid_assembly_genomic.fna,,,
GCA_900639535.1,PDT000025624.1,GCA_900639535.1.amrfinder,GCA_900639535.1_E8202_hybrid_assembly_genomic.fna,,,
GCA_900639545.1,PDT000025625.1,GCA_900639545.1.amrfinder,GCA_900639545.1_E7933_hybrid_assembly_genomic.fna,,,
GCA_900639555.1,PDT000025626.1,GCA_900639555.1.amrfinder,GCA_900639555.1_E8172_hybrid_assembly_genomic.fna,,,
GCA_900639565.1,PDT000025627.1,GCA_900639565.1.amrfinder,GCA_900639565.1_E8195_hybrid_assembly_genomic.fna,,,
GCA_900639575.1,PDT000025628.1,GCA_900639575.1.amrfinder,GCA_900639575.1_E8014_hybrid_assembly_genomic.fna,,,
GCA_900639585.1,PDT000025629.1,GCA_900639585.1.amrfinder,GCA_900639585.1_E7948_hybrid_assembly_genomic.fna,,,
GCA_900639595.1,PDT000025630.1,GCA_900639595.1.amrfinder,GCA_900639595.1_E8377_hybrid_assembly_genomic.fna,,,
GCA_900639605.1,PDT000025631.1,GCA_900639605.1.amrfinder,GCA_900639605.1_E8290_hybrid_assembly_genomic.fna,,,
GCA_900639615.1,PDT000025632.1,GCA_900639615.1.amrfinder,GCA_900639615.1_E8328_hybrid_assembly_genomic.fna,,,
GCA_900639625.1,PDT000025633.1,GCA_900639625.1.amrfinder,GCA_900639625.1_E8284_hybrid_assembly_genomic.fna,,,
GCA_900639635.1,PDT000025634.1,GCA_900639635.1.amrfinder,GCA_900639635.1_E8927_hybrid_assembly_genomic.fna,,,
GCA_900639655.1,PDT000025635.1,GCA_900639655.1.amrfinder,GCA_900639655.1_E8691_hybrid_assembly_genomic.fna,,,
GCA_900639705.1,PDT000025636.1,GCA_900639705.1.amrfinder,GCA_900639705.1_E9101_hybrid_assembly_genomic.fna,,,
GCA_900639715.1,PDT000025637.1,GCA_900639715.1.amrfinder,GCA_900639715.1_E8414_hybrid_assembly_genomic.fna,,,
GCA_900639725.1,PDT000025638.1,GCA_900639725.1.amrfinder,GCA_900639725.1_E8423_hybrid_assembly_genomic.fna,,,
GCA_900639745.1,PDT000025639.1,GCA_900639745.1.amrfinder,GCA_900639745.1_E4456_hybrid_assembly_genomic.fna,,,
GCA_900640265.1,PDT000025655.1,GCA_900640265.1.amrfinder,GCA_900640265.1_E4239_hybrid_assembly_genomic.fna,,,
GCA_900682725.1,PDT000025888.1,GCA_900682725.1.amrfinder,GCA_900682725.1_E8407_hyb_assembly_genomic.fna,,,
GCA_901212545.1,PDT000026130.1,GCA_901212545.1.amrfinder,GCA_901212545.1_NZ_Enterococcus_faecalis_MC1_genomic.fna,,,
GCA_901521655.1,PDT000026131.1,GCA_901521655.1.amrfinder,GCA_901521655.1_E_faecalis_C2620_genomic.fna,,,
GCA_901669905.1,PDT000026144.1,GCA_901669905.1.amrfinder,GCA_901669905.1_efaVREM_assembly_genomic.fna,,,
GCA_902158765.1,PDT000026956.1,GCA_902158765.1.amrfinder,GCA_902158765.1_25426_7_21_genomic.fna,,,
GCA_902158775.1,PDT000026960.1,GCA_902158775.1.amrfinder,GCA_902158775.1_25426_7_16_genomic.fna,,,
GCA_902158795.1,PDT000026959.1,GCA_902158795.1.amrfinder,GCA_902158795.1_25426_7_4_genomic.fna,,,
GCA_902158815.1,PDT000026961.1,GCA_902158815.1.amrfinder,GCA_902158815.1_25426_7_20_genomic.fna,,,
GCA_902158825.1,PDT000026957.1,GCA_902158825.1.amrfinder,GCA_902158825.1_25426_7_9_genomic.fna,,,
GCA_902158855.1,PDT000026958.1,GCA_902158855.1.amrfinder,GCA_902158855.1_25426_7_18_genomic.fna,,,
GCA_902158875.1,PDT000026965.1,GCA_902158875.1.amrfinder,GCA_902158875.1_25426_7_2_genomic.fna,,,
GCA_902158885.1,PDT000026963.1,GCA_902158885.1.amrfinder,GCA_902158885.1_25426_7_1_genomic.fna,,,
GCA_902158895.1,PDT000026966.1,GCA_902158895.1.amrfinder,GCA_902158895.1_25426_7_6_genomic.fna,,,
GCA_902158905.1,PDT000026962.1,GCA_902158905.1.amrfinder,GCA_902158905.1_25426_7_7_genomic.fna,,,
GCA_902158925.1,PDT000026967.1,GCA_902158925.1.amrfinder,GCA_902158925.1_25426_7_8_genomic.fna,,,
GCA_902158935.1,PDT000026964.1,GCA_902158935.1.amrfinder,GCA_902158935.1_25426_7_5_genomic.fna,,,
GCA_902158945.1,PDT000026968.1,GCA_902158945.1.amrfinder,GCA_902158945.1_25426_7_10_genomic.fna,,,
GCA_902158955.1,PDT000026969.1,GCA_902158955.1.amrfinder,GCA_902158955.1_25426_7_3_genomic.fna,,,
GCA_902158965.1,PDT000027319.1,GCA_902158965.1.amrfinder,GCA_902158965.1_25426_7_32_genomic.fna,,,
GCA_902158975.1,PDT000027320.1,GCA_902158975.1.amrfinder,GCA_902158975.1_25426_7_34_genomic.fna,,,
GCA_902158985.1,PDT000026970.1,GCA_902158985.1.amrfinder,GCA_902158985.1_25426_7_30_genomic.fna,,,
GCA_902158995.1,PDT000026972.1,GCA_902158995.1.amrfinder,GCA_902158995.1_25426_7_31_genomic.fna,,,
GCA_902159005.1,PDT000026971.1,GCA_902159005.1.amrfinder,GCA_902159005.1_25426_7_24_genomic.fna,,,
GCA_902159035.1,PDT000027321.1,GCA_902159035.1.amrfinder,GCA_902159035.1_25426_7_35_genomic.fna,,,
GCA_902159055.1,PDT000026974.1,GCA_902159055.1.amrfinder,GCA_902159055.1_25426_7_29_genomic.fna,,,
GCA_902159085.1,PDT000026973.1,GCA_902159085.1.amrfinder,GCA_902159085.1_25426_7_36_genomic.fna,,,
GCA_902159115.1,PDT000026977.1,GCA_902159115.1.amrfinder,GCA_902159115.1_25426_7_40_genomic.fna,,,
GCA_902159125.1,PDT000026976.1,GCA_902159125.1.amrfinder,GCA_902159125.1_25426_7_38_genomic.fna,,,
GCA_902159135.1,PDT000026975.1,GCA_902159135.1.amrfinder,GCA_902159135.1_25426_7_39_genomic.fna,,,
GCA_902159145.1,PDT000026978.1,GCA_902159145.1.amrfinder,GCA_902159145.1_25426_7_41_genomic.fna,,,
GCA_902159155.1,PDT000026979.1,GCA_902159155.1.amrfinder,GCA_902159155.1_25426_7_37_genomic.fna,,,
GCA_902159165.1,PDT000026981.1,GCA_902159165.1.amrfinder,GCA_902159165.1_25426_7_46_genomic.fna,,,
GCA_902159175.1,PDT000026980.1,GCA_902159175.1.amrfinder,GCA_902159175.1_25426_7_54_genomic.fna,,,
GCA_902159185.1,PDT000026983.1,GCA_902159185.1.amrfinder,GCA_902159185.1_25426_7_47_genomic.fna,,,
GCA_902159225.1,PDT000027322.1,GCA_902159225.1.amrfinder,GCA_902159225.1_25426_7_50_genomic.fna,,,
GCA_902159235.1,PDT000027323.1,GCA_902159235.1.amrfinder,GCA_902159235.1_25426_7_49_genomic.fna,,,
GCA_902159245.1,PDT000027324.1,GCA_902159245.1.amrfinder,GCA_902159245.1_25426_7_44_genomic.fna,,,
GCA_902159255.1,PDT000026982.1,GCA_902159255.1.amrfinder,GCA_902159255.1_25426_7_48_genomic.fna,,,
GCA_902159275.1,PDT000026984.1,GCA_902159275.1.amrfinder,GCA_902159275.1_25426_7_55_genomic.fna,,,
GCA_902159295.1,PDT000026985.1,GCA_902159295.1.amrfinder,GCA_902159295.1_25426_7_57_genomic.fna,,,
GCA_902159305.1,PDT000027326.1,GCA_902159305.1.amrfinder,GCA_902159305.1_25426_7_59_genomic.fna,,,
GCA_902159315.1,PDT000026986.1,GCA_902159315.1.amrfinder,GCA_902159315.1_25426_7_56_genomic.fna,,,
GCA_902159325.1,PDT000027325.1,GCA_902159325.1.amrfinder,GCA_902159325.1_25426_7_58_genomic.fna,,,
GCA_902159335.1,PDT000026987.1,GCA_902159335.1.amrfinder,GCA_902159335.1_25426_7_72_genomic.fna,,,
GCA_902159345.1,PDT000027327.1,GCA_902159345.1.amrfinder,GCA_902159345.1_25426_7_70_genomic.fna,,,
GCA_902159355.1,PDT000027328.1,GCA_902159355.1.amrfinder,GCA_902159355.1_25426_7_65_genomic.fna,,,
GCA_902159365.1,PDT000027329.1,GCA_902159365.1.amrfinder,GCA_902159365.1_25426_7_66_genomic.fna,,,
GCA_902159395.1,PDT000026988.1,GCA_902159395.1.amrfinder,GCA_902159395.1_25426_7_68_genomic.fna,,,
GCA_902159405.1,PDT000026991.1,GCA_902159405.1.amrfinder,GCA_902159405.1_25426_7_75_genomic.fna,,,
GCA_902159435.1,PDT000026992.1,GCA_902159435.1.amrfinder,GCA_902159435.1_25426_7_63_genomic.fna,,,
GCA_902159445.1,PDT000026990.1,GCA_902159445.1.amrfinder,GCA_902159445.1_25426_7_62_genomic.fna,,,
GCA_902159455.1,PDT000026989.1,GCA_902159455.1.amrfinder,GCA_902159455.1_25426_7_69_genomic.fna,,,
GCA_902159465.1,PDT000026993.1,GCA_902159465.1.amrfinder,GCA_902159465.1_25426_7_74_genomic.fna,,,
GCA_902159475.1,PDT000027330.1,GCA_902159475.1.amrfinder,GCA_902159475.1_25426_7_67_genomic.fna,,,
GCA_902159495.1,PDT000026994.1,GCA_902159495.1.amrfinder,GCA_902159495.1_25426_7_79_genomic.fna,,,
GCA_902159505.1,PDT000027331.1,GCA_902159505.1.amrfinder,GCA_902159505.1_25426_7_78_genomic.fna,,,
GCA_902159545.1,PDT000026996.1,GCA_902159545.1.amrfinder,GCA_902159545.1_25426_7_93_genomic.fna,,,
GCA_902159555.1,PDT000027332.1,GCA_902159555.1.amrfinder,GCA_902159555.1_25426_7_88_genomic.fna,,,
GCA_902159565.1,PDT000026995.1,GCA_902159565.1.amrfinder,GCA_902159565.1_25426_7_94_genomic.fna,,,
GCA_902159645.1,PDT000026997.1,GCA_902159645.1.amrfinder,GCA_902159645.1_25426_7_90_genomic.fna,,,
GCA_902159685.1,PDT000026998.1,GCA_902159685.1.amrfinder,GCA_902159685.1_25426_7_98_genomic.fna,,,
GCA_902159695.1,PDT000027000.1,GCA_902159695.1.amrfinder,GCA_902159695.1_25426_7_99_genomic.fna,,,
GCA_902159705.1,PDT000026999.1,GCA_902159705.1.amrfinder,GCA_902159705.1_25426_7_102_genomic.fna,,,
GCA_902159735.1,PDT000027001.1,GCA_902159735.1.amrfinder,GCA_902159735.1_25426_7_116_genomic.fna,,,
GCA_902159755.1,PDT000027002.1,GCA_902159755.1.amrfinder,GCA_902159755.1_25426_7_103_genomic.fna,,,
GCA_902159825.1,PDT000027003.1,GCA_902159825.1.amrfinder,GCA_902159825.1_25426_7_110_genomic.fna,,,
GCA_902159835.1,PDT000027004.1,GCA_902159835.1.amrfinder,GCA_902159835.1_25426_7_117_genomic.fna,,,
GCA_902159845.1,PDT000027005.1,GCA_902159845.1.amrfinder,GCA_902159845.1_25426_7_108_genomic.fna,,,
GCA_902159855.1,PDT000027006.1,GCA_902159855.1.amrfinder,GCA_902159855.1_25426_7_118_genomic.fna,,,
GCA_902159885.1,PDT000027008.1,GCA_902159885.1.amrfinder,GCA_902159885.1_25426_7_119_genomic.fna,,,
GCA_902159895.1,PDT000027007.1,GCA_902159895.1.amrfinder,GCA_902159895.1_25426_7_127_genomic.fna,,,
GCA_902159915.1,PDT000027009.1,GCA_902159915.1.amrfinder,GCA_902159915.1_25426_7_126_genomic.fna,,,
GCA_902159925.1,PDT000027333.1,GCA_902159925.1.amrfinder,GCA_902159925.1_25426_7_123_genomic.fna,,,
GCA_902159935.1,PDT000027014.1,GCA_902159935.1.amrfinder,GCA_902159935.1_25426_7_130_genomic.fna,,,
GCA_902159945.1,PDT000027015.1,GCA_902159945.1.amrfinder,GCA_902159945.1_25426_7_129_genomic.fna,,,
GCA_902159955.1,PDT000027010.1,GCA_902159955.1.amrfinder,GCA_902159955.1_25426_7_137_genomic.fna,,,
GCA_902159965.1,PDT000027013.1,GCA_902159965.1.amrfinder,GCA_902159965.1_25426_7_135_genomic.fna,,,
GCA_902159975.1,PDT000027011.1,GCA_902159975.1.amrfinder,GCA_902159975.1_25426_7_132_genomic.fna,,,
GCA_902159985.1,PDT000027012.1,GCA_902159985.1.amrfinder,GCA_902159985.1_25426_7_139_genomic.fna,,,
GCA_902159995.1,PDT000027020.1,GCA_902159995.1.amrfinder,GCA_902159995.1_25426_7_134_genomic.fna,,,
GCA_902160005.1,PDT000027016.1,GCA_902160005.1.amrfinder,GCA_902160005.1_25426_7_136_genomic.fna,,,
GCA_902160015.1,PDT000027017.1,GCA_902160015.1.amrfinder,GCA_902160015.1_25426_7_131_genomic.fna,,,
GCA_902160025.1,PDT000027019.1,GCA_902160025.1.amrfinder,GCA_902160025.1_25426_7_133_genomic.fna,,,
GCA_902160035.1,PDT000027018.1,GCA_902160035.1.amrfinder,GCA_902160035.1_25426_7_128_genomic.fna,,,
GCA_902160045.1,PDT000027021.1,GCA_902160045.1.amrfinder,GCA_902160045.1_25426_7_138_genomic.fna,,,
GCA_902160075.1,PDT000027022.1,GCA_902160075.1.amrfinder,GCA_902160075.1_25426_7_145_genomic.fna,,,
GCA_902160085.1,PDT000027024.1,GCA_902160085.1.amrfinder,GCA_902160085.1_25426_7_146_genomic.fna,,,
GCA_902160105.1,PDT000027023.1,GCA_902160105.1.amrfinder,GCA_902160105.1_25426_7_144_genomic.fna,,,
GCA_902160125.1,PDT000027025.1,GCA_902160125.1.amrfinder,GCA_902160125.1_25426_7_147_genomic.fna,,,
GCA_902160135.1,PDT000027026.1,GCA_902160135.1.amrfinder,GCA_902160135.1_25426_7_151_genomic.fna,,,
GCA_902160165.1,PDT000027027.1,GCA_902160165.1.amrfinder,GCA_902160165.1_25426_7_153_genomic.fna,,,
GCA_902160185.1,PDT000027028.1,GCA_902160185.1.amrfinder,GCA_902160185.1_25426_7_148_genomic.fna,,,
GCA_902160235.1,PDT000027029.1,GCA_902160235.1.amrfinder,GCA_902160235.1_25426_7_152_genomic.fna,,,
GCA_902160285.1,PDT000027030.1,GCA_902160285.1.amrfinder,GCA_902160285.1_25426_7_162_genomic.fna,,,
GCA_902160295.1,PDT000027031.1,GCA_902160295.1.amrfinder,GCA_902160295.1_25426_7_163_genomic.fna,,,
GCA_902160305.1,PDT000027334.1,GCA_902160305.1.amrfinder,GCA_902160305.1_25426_7_164_genomic.fna,,,
