string_field_0,string_field_1,string_field_2,string_field_3
PDS000000531.1,PDT000024452.1,SAMEA3935365,GCA_900080075.1
PDS000000531.1,PDT000024455.1,SAMEA3935373,GCA_900080025.1
PDS000000531.1,PDT000024458.1,SAMEA3935366,GCA_900080055.1
PDS000000531.1,PDT000024462.1,SAMEA3935371,GCA_900080045.1
PDS000000081.2,PDT000023732.1,SAMN00779837,GCA_000322245.1
PDS000000081.2,PDT000024305.1,SAMN02299504,GCA_000295135.2
PDS000000081.2,PDT000024332.1,SAMN02299502,GCA_000295175.2
PDS000000081.2,PDT000024335.1,SAMN02299490,GCA_000295375.2
PDS000000108.2,PDT000024642.1,SAMEA3893634,GCA_900179435.1
PDS000000108.2,PDT000024650.1,SAMEA3893619,GCA_900178565.1
PDS000000108.2,PDT000024704.1,SAMEA3893624,GCA_900179115.1
PDS000000108.2,PDT000024772.1,SAMEA3893620,GCA_900178995.1
PDS000000384.1,PDT000024314.1,SAMN02299493,GCA_000295455.2
PDS000000106.2,PDT000024617.1,SAMEA3894145,GCA_900180205.1
PDS000000106.2,PDT000024663.1,SAMEA3893636,GCA_900179445.1
PDS000000106.2,PDT000024665.1,SAMEA3893618,GCA_900178645.1
PDS000000106.2,PDT000024669.1,SAMEA3893633,GCA_900179385.1
PDS000000106.2,PDT000024702.1,SAMEA3893641,GCA_900179175.1
PDS000000106.2,PDT000024718.1,SAMEA3893617,GCA_900178635.1
PDS000000106.2,PDT000024758.1,SAMEA3916196,GCA_900180245.1
PDS000000076.2,PDT000023889.1,SAMN00809103,GCA_000393755.1
PDS000000076.2,PDT000024078.1,SAMN02333863,GCA_000479145.1
PDS000000076.2,PDT000024943.1,SAMN06173344,GCA_002891175.1
PDS000000076.2,PDT000025612.1,SAMEA4884544,GCA_900638785.1
PDS000000076.2,PDT000026166.1,SAMN11980299,GCA_006375785.1
PDS000000076.2,PDT000026192.1,SAMN11980276,GCA_006376295.1
PDS000000573.1,PDT000024068.1,SAMN02604219,GCA_000444405.1
PDS000000119.1,PDT000025827.1,SAMN10869083,GCA_004300075.1
PDS000000119.1,PDT000025830.1,SAMN10869085,GCA_004300125.1
PDS000000119.1,PDT000025831.1,SAMN10869102,GCA_004300165.1
PDS000000119.1,PDT000025832.1,SAMN10869082,GCA_004300175.1
PDS000000119.1,PDT000025838.1,SAMN10869088,GCA_004300285.1
PDS000000119.1,PDT000025845.1,SAMN10869105,GCA_004300435.1
PDS000000119.1,PDT000025847.1,SAMN10869084,GCA_004300465.1
PDS000000119.1,PDT000025852.1,SAMN10869086,GCA_004300555.1
PDS000000119.1,PDT000025853.1,SAMN10869087,GCA_004300605.1
PDS000000119.1,PDT000025855.1,SAMN10869080,GCA_004300635.1
PDS000000119.1,PDT000025856.1,SAMN10869076,GCA_004300645.1
PDS000000119.1,PDT000025857.1,SAMN10869078,GCA_004300655.1
PDS000000119.1,PDT000025858.1,SAMN10869075,GCA_004300705.1
PDS000000119.1,PDT000025859.1,SAMN10869079,GCA_004300715.1
PDS000000119.1,PDT000025860.1,SAMN10869074,GCA_004300725.1
PDS000000119.1,PDT000025861.1,SAMN10869073,GCA_004300755.1
PDS000000119.1,PDT000025862.1,SAMN10869081,GCA_004300775.1
PDS000000119.1,PDT000025863.1,SAMN10869077,GCA_004300805.1
PDS000000119.1,PDT000026135.1,SAMN10863479,GCA_005886545.1
PDS000000119.1,PDT000026136.1,SAMN10863491,GCA_005886655.1
PDS000000119.1,PDT000026137.1,SAMN10863492,GCA_005886715.1
PDS000000119.1,PDT000026138.1,SAMN10863493,GCA_005886735.1
PDS000000123.1,PDT000024379.1,SAMN04270929,GCA_001545535.1
PDS000000123.1,PDT000024382.1,SAMN04270935,GCA_001545605.1
PDS000000123.1,PDT000024383.1,SAMN04270930,GCA_001545595.1
PDS000000123.1,PDT000024388.1,SAMN04270931,GCA_001545715.1
PDS000000123.1,PDT000024389.1,SAMN04270937,GCA_001545725.1
PDS000000123.1,PDT000024390.1,SAMN04270939,GCA_001545745.1
PDS000000123.1,PDT000024392.1,SAMN04270945,GCA_001545785.1
PDS000000123.1,PDT000024393.1,SAMN04270941,GCA_001545795.1
PDS000000123.1,PDT000024394.1,SAMN04270926,GCA_001545835.1
PDS000000123.1,PDT000024395.1,SAMN04270925,GCA_001545845.1
PDS000000123.1,PDT000024401.1,SAMN04270921,GCA_001546995.1
PDS000000123.1,PDT000024403.1,SAMN04270955,GCA_001547025.1
PDS000000123.1,PDT000024404.1,SAMN04270956,GCA_001547045.1
PDS000000123.1,PDT000024405.1,SAMN04270936,GCA_001547075.1
PDS000000123.1,PDT000024406.1,SAMN04270940,GCA_001547095.1
PDS000000123.1,PDT000024411.1,SAMN04270953,GCA_001547185.1
PDS000000123.1,PDT000024414.1,SAMN04270961,GCA_001547255.1
PDS000000123.1,PDT000024417.1,SAMN04270963,GCA_001547315.1
PDS000000123.1,PDT000024421.1,SAMN04270959,GCA_001547395.1
PDS000000123.1,PDT000024423.1,SAMN04270958,GCA_001547425.1
PDS000000123.1,PDT000024424.1,SAMN04270960,GCA_001547445.1
PDS000000155.1,PDT000025166.1,SAMN08628412,GCA_003020765.1
PDS000000073.2,PDT000025253.1,SAMN09466876,GCA_003268235.1
PDS000000073.2,PDT000025626.1,SAMEA4885602,GCA_900639555.1
PDS000000088.2,PDT000025642.1,SAMEA4885012,GCA_900639365.1
PDS000000088.2,PDT000025643.1,SAMEA4884910,GCA_900639355.1
PDS000000024.2,PDT000023697.1,SAMN00779850,GCA_000322425.1
PDS000000024.2,PDT000025614.1,SAMEA4884683,GCA_900638805.1
PDS000000125.1,PDT000024360.1,SAMN04390141,GCA_001543565.1
PDS000000125.1,PDT000024361.1,SAMN04390119,GCA_001543555.1
PDS000000125.1,PDT000024362.1,SAMN04390121,GCA_001543575.1
PDS000000125.1,PDT000024363.1,SAMN04390120,GCA_001543585.1
PDS000000125.1,PDT000024364.1,SAMN04414039,GCA_001543635.1
PDS000000125.1,PDT000024365.1,SAMN04414052,GCA_001543645.1
PDS000000125.1,PDT000024366.1,SAMN04414045,GCA_001543665.1
PDS000000125.1,PDT000024367.1,SAMN04414040,GCA_001543675.1
PDS000000125.1,PDT000024368.1,SAMN04414051,GCA_001543715.1
PDS000000125.1,PDT000024369.1,SAMN04414055,GCA_001543735.1
PDS000000125.1,PDT000024370.1,SAMN04414056,GCA_001543745.1
PDS000000125.1,PDT000024371.1,SAMN04414053,GCA_001543765.1
PDS000000125.1,PDT000024372.1,SAMN04414054,GCA_001543795.1
PDS000000125.1,PDT000024374.1,SAMN04390118,GCA_001543835.1
PDS000000125.1,PDT000024375.1,SAMN04390118,GCA_001544055.1
PDS000000125.1,PDT000024441.1,SAMN04338419,GCA_001582095.1
PDS000000085.2,PDT000024898.1,SAMN06111312,GCA_002631505.1
PDS000000085.2,PDT000024899.1,SAMN06111315,GCA_002631535.1
PDS000000085.2,PDT000024900.1,SAMN06111313,GCA_002631625.1
PDS000000085.2,PDT000024903.1,SAMN06111316,GCA_002631655.1
PDS000000077.2,PDT000025640.1,SAMEA4884945,GCA_900639335.1
PDS000000077.2,PDT000025644.1,SAMEA4884924,GCA_900639385.1
PDS000000077.2,PDT000025647.1,SAMEA4884873,GCA_900639415.1
PDS000000177.1,PDT000025162.1,SAMN08628413,GCA_003020685.1
PDS000000570.1,PDT000025616.1,SAMEA4884718,GCA_900638825.1
PDS000000050.1,PDT000024834.1,SAMN05413847,GCA_002158285.1
PDS000000050.1,PDT000024835.1,SAMN05413846,GCA_002158275.1
PDS000000050.1,PDT000024837.1,SAMN05413849,GCA_002158295.1
PDS000000050.1,PDT000024841.1,SAMN05413851,GCA_002158385.1
PDS000000050.1,PDT000025339.1,SAMN05413859,GCA_003323335.1
PDS000000050.1,PDT000025341.1,SAMN05413884,GCA_003323385.1
PDS000000050.1,PDT000025343.1,SAMN05413895,GCA_003323415.1
PDS000000050.1,PDT000025345.1,SAMN05413909,GCA_003323465.1
PDS000000050.1,PDT000025346.1,SAMN05413885,GCA_003323475.1
PDS000000050.1,PDT000025353.1,SAMN05413886,GCA_003323595.1
PDS000000050.1,PDT000025354.1,SAMN05413897,GCA_003323615.1
PDS000000050.1,PDT000025381.1,SAMN05413880,GCA_003350765.1
PDS000000050.1,PDT000025382.1,SAMN05413881,GCA_003350785.1
PDS000000050.1,PDT000025383.1,SAMN05413882,GCA_003350805.1
PDS000000050.1,PDT000025384.1,SAMN05413887,GCA_003350845.1
PDS000000059.1,PDT000024177.1,SAMN03197163,GCA_001052405.1
PDS000000059.1,PDT000024178.1,SAMN03197157,GCA_001052395.1
PDS000000059.1,PDT000024179.1,SAMN03197165,GCA_001052435.1
PDS000000059.1,PDT000024180.1,SAMN03197197,GCA_001052485.1
PDS000000059.1,PDT000024184.1,SAMN03197179,GCA_001053045.1
PDS000000059.1,PDT000024187.1,SAMN03197196,GCA_001053135.1
PDS000000059.1,PDT000024188.1,SAMN03197218,GCA_001053155.1
PDS000000059.1,PDT000024189.1,SAMN03197223,GCA_001053215.1
PDS000000059.1,PDT000024199.1,SAMN03197160,GCA_001054055.1
PDS000000059.1,PDT000024200.1,SAMN03197180,GCA_001054105.1
PDS000000059.1,PDT000024201.1,SAMN03197203,GCA_001054215.1
PDS000000059.1,PDT000024283.1,SAMN03197217,GCA_001076335.1
PDS000000017.1,PDT000025908.1,SAMN09435301,GCA_005234435.1
PDS000000017.1,PDT000025932.1,SAMN09435327,GCA_005234955.1
PDS000000017.1,PDT000025933.1,SAMN09435325,GCA_005234965.1
PDS000000017.1,PDT000025934.1,SAMN09435326,GCA_005234975.1
PDS000000017.1,PDT000025935.1,SAMN09435324,GCA_005234985.1
PDS000000017.1,PDT000025944.1,SAMN09435306,GCA_005235345.1
PDS000000017.1,PDT000025945.1,SAMN09435305,GCA_005235375.1
PDS000000017.1,PDT000025946.1,SAMN09435303,GCA_005235385.1
PDS000000017.1,PDT000025950.1,SAMN09435299,GCA_005235475.1
PDS000000017.1,PDT000025951.1,SAMN09435300,GCA_005235465.1
PDS000000017.1,PDT000026124.1,SAMN09435298,GCA_005281885.1
PDS000000166.1,PDT000025163.1,SAMN08628411,GCA_003020705.1
PDS000000390.1,PDT000024479.1,SAMN03988630,GCA_001721905.1
PDS000000109.2,PDT000024646.1,SAMEA3893538,GCA_900178795.1
PDS000000109.2,PDT000024655.1,SAMEA3916588,GCA_900178965.1
PDS000000109.2,PDT000024661.1,SAMEA3893548,GCA_900178655.1
PDS000000109.2,PDT000024685.1,SAMEA3893521,GCA_900179225.1
PDS000000109.2,PDT000024709.1,SAMEA3893522,GCA_900179345.1
PDS000000109.2,PDT000024729.1,SAMEA3893519,GCA_900178775.1
PDS000000109.2,PDT000024732.1,SAMEA3893556,GCA_900179335.1
PDS000000109.2,PDT000024747.1,SAMEA3893555,GCA_900179285.1
PDS000000109.2,PDT000024754.1,SAMEA3893534,GCA_900179235.1
PDS000000109.2,PDT000024761.1,SAMEA3894137,GCA_900180155.1
PDS000000019.1,PDT000024912.1,SAMN08103373,GCA_002803675.1
PDS000000019.1,PDT000025658.1,SAMN10744160,GCA_004099785.1
PDS000000019.1,PDT000025660.1,SAMN10744151,GCA_004099895.1
PDS000000019.1,PDT000025876.1,SAMN10744142,GCA_004328225.1
PDS000000019.1,PDT000025877.1,SAMN10744141,GCA_004328235.1
PDS000000019.1,PDT000025878.1,SAMN10744139,GCA_004328255.1
PDS000000019.1,PDT000025879.1,SAMN10744143,GCA_004328245.1
PDS000000019.1,PDT000025880.1,SAMN10744140,GCA_004328385.1
PDS000000019.1,PDT000025884.1,SAMN10744145,GCA_004332255.1
PDS000000019.1,PDT000025885.1,SAMN10744144,GCA_004332275.1
PDS000000572.1,PDT000027319.1,SAMEA104567462,GCA_902158965.1
PDS000000572.1,PDT000027340.1,SAMEA104567592,GCA_902160865.1
PDS000000045.1,PDT000024838.1,SAMN05413854,GCA_002158365.1
PDS000000045.1,PDT000024840.1,SAMN05413852,GCA_002158375.1
PDS000000045.1,PDT000024842.1,SAMN05413855,GCA_002158435.1
PDS000000045.1,PDT000025342.1,SAMN05413889,GCA_003323375.1
PDS000000045.1,PDT000025364.1,SAMN05413898,GCA_003335795.1
PDS000000045.1,PDT000025368.1,SAMN05413907,GCA_003335855.1
PDS000000045.1,PDT000025370.1,SAMN05413903,GCA_003335905.1
PDS000000045.1,PDT000025380.1,SAMN05413877,GCA_003350715.1
PDS000000045.1,PDT000025386.1,SAMN05413908,GCA_003350905.1
PDS000000045.1,PDT000025387.1,SAMN05413888,GCA_003350865.1
PDS000000144.1,PDT000025251.1,SAMN09466874,GCA_003268195.1
PDS000000569.1,PDT000027343.1,SAMEA104567617,GCA_902161035.1
PDS000000569.1,PDT000027345.1,SAMEA104567616,GCA_902161175.1
PDS000000569.1,PDT000027347.1,SAMEA104567674,GCA_902161615.1
PDS000000569.1,PDT000027349.1,SAMEA104567675,GCA_902161635.1
PDS000000569.1,PDT000027350.1,SAMEA104567690,GCA_902161725.1
PDS000000569.1,PDT000027357.1,SAMEA104567375,GCA_902163095.1
PDS000000569.1,PDT000027358.1,SAMEA4608422,GCA_902163145.1
PDS000000569.1,PDT000027361.1,SAMEA104694316,GCA_902164045.1
PDS000000569.1,PDT000027374.1,SAMEA4623314,GCA_902165995.1
PDS000000562.1,PDT000025767.1,SAMN10824004,GCA_004151705.1
PDS000000520.1,PDT000024902.1,SAMN06111320,GCA_002631665.1
PDS000000062.2,PDT000023806.1,SAMN00779805,GCA_000390465.1
PDS000000062.2,PDT000023964.1,SAMN00808993,GCA_000395605.1
PDS000000049.1,PDT000024832.1,SAMN05413856,GCA_002158215.1
PDS000000049.1,PDT000025348.1,SAMN05413900,GCA_003323515.1
PDS000000049.1,PDT000025349.1,SAMN05413876,GCA_003323545.1
PDS000000049.1,PDT000025351.1,SAMN05413869,GCA_003323565.1
PDS000000049.1,PDT000025356.1,SAMN05413872,GCA_003323665.1
PDS000000049.1,PDT000025366.1,SAMN05413902,GCA_003335835.1
PDS000000049.1,PDT000025367.1,SAMN05413899,GCA_003335825.1
PDS000000049.1,PDT000025376.1,SAMN05413871,GCA_003350635.1
PDS000000029.1,PDT000025772.1,SAMN10823995,GCA_004151815.1
PDS000000029.1,PDT000025787.1,SAMN10823973,GCA_004152135.1
PDS000000029.1,PDT000025788.1,SAMN10823972,GCA_004152165.1
PDS000000029.1,PDT000025793.1,SAMN10823962,GCA_004152265.1
PDS000000029.1,PDT000025794.1,SAMN10823964,GCA_004152275.1
PDS000000029.1,PDT000025800.1,SAMN10823996,GCA_004152395.1
PDS000000029.1,PDT000025801.1,SAMN10823993,GCA_004152415.1
PDS000000029.1,PDT000025807.1,SAMN10823971,GCA_004152515.1
PDS000000018.1,PDT000025897.1,SAMN09435329,GCA_005234225.1
PDS000000018.1,PDT000025898.1,SAMN09435334,GCA_005234215.1
PDS000000018.1,PDT000025899.1,SAMN09435335,GCA_005234235.1
PDS000000018.1,PDT000025907.1,SAMN09435308,GCA_005234405.1
PDS000000018.1,PDT000025909.1,SAMN09435307,GCA_005234425.1
PDS000000018.1,PDT000025928.1,SAMN09435333,GCA_005234855.1
PDS000000018.1,PDT000025948.1,SAMN09435304,GCA_005235395.1
PDS000000018.1,PDT000025949.1,SAMN09435302,GCA_005235445.1
PDS000000623.1,PDT000023621.1,SAMN02595271,GCA_000157595.1
PDS000000564.1,PDT000025652.1,SAMEA4885079,GCA_900639485.1
PDS000000027.1,PDT000025817.1,SAMN10869095,GCA_004299875.1
PDS000000027.1,PDT000025818.1,SAMN10869112,GCA_004299885.1
PDS000000027.1,PDT000025819.1,SAMN10869113,GCA_004299905.1
PDS000000027.1,PDT000025822.1,SAMN10869101,GCA_004299975.1
PDS000000027.1,PDT000025834.1,SAMN10869097,GCA_004300195.1
PDS000000027.1,PDT000025841.1,SAMN10869096,GCA_004300355.1
PDS000000571.1,PDT000025613.1,SAMEA4884693,GCA_900638795.1
PDS000000036.2,PDT000024256.1,SAMN03197917,GCA_001058095.1
PDS000000036.2,PDT000024277.1,SAMN03198189,GCA_001059995.1
PDS000000054.2,PDT000023886.1,SAMN00809100,GCA_000393695.1
PDS000000054.2,PDT000024034.1,SAMN00809145,GCA_000397005.1
PDS000000567.1,PDT000025635.1,SAMEA4885878,GCA_900639655.1
PDS000000030.1,PDT000024357.1,SAMN04351372,GCA_001481405.1
PDS000000030.1,PDT000025790.1,SAMN10823968,GCA_004152185.1
PDS000000030.1,PDT000025791.1,SAMN10823966,GCA_004152205.1
PDS000000030.1,PDT000025803.1,SAMN10823980,GCA_004152465.1
PDS000000030.1,PDT000025806.1,SAMN10823970,GCA_004152505.1
PDS000000026.1,PDT000025824.1,SAMN10869103,GCA_004300005.1
PDS000000026.1,PDT000025825.1,SAMN10869118,GCA_004300025.1
PDS000000026.1,PDT000025828.1,SAMN10869119,GCA_004300105.1
PDS000000026.1,PDT000025840.1,SAMN10869116,GCA_004300345.1
PDS000000026.1,PDT000025849.1,SAMN10869108,GCA_004300525.1
PDS000000025.2,PDT000024272.1,SAMN03198184,GCA_001059685.1
PDS000000025.2,PDT000024273.1,SAMN03198211,GCA_001059755.1
PDS000000025.2,PDT000024278.1,SAMN03198187,GCA_001059965.1
PDS000000025.2,PDT000025836.1,SAMN10869091,GCA_004300265.1
PDS000000188.1,PDT000024947.1,SAMN06173345,GCA_002206235.2
PDS000000181.1,PDT000026178.1,SAMN11980289,GCA_006376005.1
PDS000000415.1,PDT000024457.1,SAMEA3935367,GCA_900080035.1
PDS000000115.1,PDT000024507.1,SAMEA18409918,GCA_900143435.1
PDS000000115.1,PDT000024513.1,SAMEA18410668,GCA_900143385.1
PDS000000115.1,PDT000024523.1,SAMEA23862418,GCA_900148635.1
PDS000000115.1,PDT000024524.1,SAMEA23863168,GCA_900148725.1
PDS000000115.1,PDT000024892.1,SAMN07728626,GCA_002631225.1
PDS000000218.1,PDT000024484.1,SAMN05006656,GCA_001858355.1
PDS000000388.1,PDT000023705.1,SAMN00779847,GCA_000322365.1
PDS000000055.1,PDT000025768.1,SAMN10823998,GCA_004151765.1
PDS000000055.1,PDT000025775.1,SAMN10823987,GCA_004151895.1
PDS000000055.1,PDT000025802.1,SAMN10823986,GCA_004152405.1
PDS000000055.1,PDT000025805.1,SAMN10823974,GCA_004152485.1
PDS000000001.1,PDT000025770.1,SAMN10823992,GCA_004151795.1
PDS000000001.1,PDT000025771.1,SAMN10823994,GCA_004151785.1
PDS000000001.1,PDT000025774.1,SAMN10823990,GCA_004151875.1
PDS000000001.1,PDT000025777.1,SAMN10823989,GCA_004151925.1
PDS000000087.2,PDT000023698.1,SAMN02604149,GCA_000336405.1
PDS000000087.2,PDT000023892.1,SAMN00809109,GCA_000393855.1
PDS000000087.2,PDT000024044.1,SAMN02596948,GCA_000407385.1
PDS000000112.1,PDT000024563.1,SAMN06330393,GCA_002006005.1
PDS000000112.1,PDT000024577.1,SAMN06555613,GCA_002027505.1
PDS000000112.1,PDT000024578.1,SAMN06555614,GCA_002027515.1
PDS000000112.1,PDT000025248.1,SAMN09273503,GCA_003242935.1
PDS000000089.1,PDT000024872.1,SAMN07524551,GCA_002360225.1
PDS000000089.1,PDT000024873.1,SAMN07524550,GCA_002360255.1
PDS000000089.1,PDT000024980.1,SAMN07982072,GCA_002944515.1
PDS000000089.1,PDT000025001.1,SAMN07982060,GCA_002945055.1
PDS000000403.1,PDT000025391.1,SAMEA3662940,GCA_900448035.1
PDS000000403.1,PDT000027436.1,SAMEA3879488,GCA_901482525.1
PDS000000124.1,PDT000024385.1,SAMN04270943,GCA_001545655.1
PDS000000124.1,PDT000024386.1,SAMN04270948,GCA_001545675.1
PDS000000124.1,PDT000024402.1,SAMN04270954,GCA_001547015.1
PDS000000124.1,PDT000024407.1,SAMN04270950,GCA_001547115.1
PDS000000061.2,PDT000023968.1,SAMN00808997,GCA_000395685.1
PDS000000061.2,PDT000024026.1,SAMN00808918,GCA_000396845.1
PDS000000126.2,PDT000024358.1,SAMN04418075,GCA_001518735.1
PDS000000126.2,PDT000026188.1,SAMN11980277,GCA_006376225.1
PDS000000284.1,PDT000023683.1,SAMN02471513,GCA_000239095.2
PDS000000052.1,PDT000025083.1,SAMN07981985,GCA_002947615.1
PDS000000052.1,PDT000025328.1,SAMN02729128,GCA_003320665.1
PDS000000052.1,PDT000025333.1,SAMN02729105,GCA_003320755.1
PDS000000052.1,PDT000025334.1,SAMN02729134,GCA_003320775.1
PDS000000120.2,PDT000024431.1,SAMN04270971,GCA_001562915.1
PDS000000120.2,PDT000024432.1,SAMN04270974,GCA_001562925.1
PDS000000120.2,PDT000024436.1,SAMN04270972,GCA_001563065.1
PDS000000051.1,PDT000025344.1,SAMN05413894,GCA_003323435.1
PDS000000051.1,PDT000025347.1,SAMN05413896,GCA_003323455.1
PDS000000051.1,PDT000025352.1,SAMN05413874,GCA_003323575.1
PDS000000051.1,PDT000025360.1,SAMN05413865,GCA_003335715.1
PDS000000038.2,PDT000025539.1,SAMN10249091,GCA_003938035.1
PDS000000038.2,PDT000025565.1,SAMN10248997,GCA_003939745.1
PDS000000038.2,PDT000025566.1,SAMN10249145,GCA_003939765.1
PDS000000082.2,PDT000023723.1,SAMN00779811,GCA_000321485.1
PDS000000082.2,PDT000023726.1,SAMN00779809,GCA_000321785.1
PDS000000568.1,PDT000025634.1,SAMEA4885924,GCA_900639635.1
PDS000000402.1,PDT000024459.1,SAMEA3935375,GCA_900080065.1
PDS000000402.1,PDT000024460.1,SAMEA3935369,GCA_900080085.1
PDS000000610.1,PDT000027328.1,SAMEA104567677,GCA_902159355.1
PDS000000610.1,PDT000027329.1,SAMEA104567678,GCA_902159365.1
PDS000000610.1,PDT000027330.1,SAMEA104567679,GCA_902159475.1
PDS000000064.1,PDT000023914.1,SAMN00809241,GCA_000394495.1
PDS000000064.1,PDT000023956.1,SAMN00808984,GCA_000395445.1
PDS000000064.1,PDT000023957.1,SAMN00808985,GCA_000395465.1
PDS000000065.1,PDT000023918.1,SAMN00809200,GCA_000394575.1
PDS000000065.1,PDT000023919.1,SAMN00809201,GCA_000394595.1
PDS000000065.1,PDT000024030.1,SAMN00809130,GCA_000396925.1
PDS000000455.1,PDT000024410.1,SAMN04270952,GCA_001547175.1
PDS000000621.1,PDT000027325.1,SAMEA104567644,GCA_902159325.1
PDS000000621.1,PDT000027326.1,SAMEA104567647,GCA_902159305.1
PDS000000621.1,PDT000027346.1,SAMEA104567645,GCA_902161395.1
PDS000000599.1,PDT000023977.1,SAMN00809007,GCA_000395865.1
PDS000000090.1,PDT000024868.1,SAMN07638053,GCA_002334625.1
PDS000000090.1,PDT000025409.1,SAMN09836111,GCA_003408985.1
PDS000000090.1,PDT000025412.1,SAMN09836113,GCA_003409035.1
PDS000000083.1,PDT000026167.1,SAMN11980298,GCA_006375795.1
PDS000000083.1,PDT000026186.1,SAMN11980280,GCA_006376195.1
PDS000000083.1,PDT000026189.1,SAMN11980278,GCA_006376235.1
PDS000000080.1,PDT000024913.1,SAMN07842354,GCA_002750905.2
PDS000000080.1,PDT000024914.1,SAMN07842694,GCA_002750945.2
PDS000000080.1,PDT000024915.1,SAMN07842693,GCA_002751055.2
PDS000000118.1,PDT000024114.1,SAMN02595312,GCA_000160315.2
PDS000000118.1,PDT000024373.1,SAMN04347310,GCA_001543825.1
PDS000000118.1,PDT000024440.1,SAMN04338411,GCA_001582105.1
PDS000000158.1,PDT000024145.1,SAMN03142774,GCA_000772525.1
PDS000000465.1,PDT000024416.1,SAMN04270964,GCA_001547285.1
PDS000000465.1,PDT000024422.1,SAMN04270965,GCA_001547415.1
PDS000000465.1,PDT000024426.1,SAMN04270968,GCA_001547495.1
PDS000000002.2,PDT000023881.1,SAMN00808974,GCA_000392165.1
PDS000000002.2,PDT000024072.1,SAMN00808975,GCA_000478305.1
PDS000000578.1,PDT000027323.1,SAMEA104567561,GCA_902159235.1
PDS000000578.1,PDT000027338.1,SAMEA104567564,GCA_902160645.1
PDS000000578.1,PDT000027339.1,SAMEA104567565,GCA_902160705.1
PDS000000032.1,PDT000025781.1,SAMN10823982,GCA_004151995.1
PDS000000032.1,PDT000025785.1,SAMN10823975,GCA_004152105.1
PDS000000032.1,PDT000025789.1,SAMN10823969,GCA_004152175.1
PDS000000047.1,PDT000024225.1,SAMN03197391,GCA_001055845.1
PDS000000047.1,PDT000024240.1,SAMN03197659,GCA_001056925.1
PDS000000047.1,PDT000024280.1,SAMN03198221,GCA_001060065.1
PDS000000020.1,PDT000025821.1,SAMN10869100,GCA_004299965.1
PDS000000020.1,PDT000025829.1,SAMN10869110,GCA_004300115.1
PDS000000020.1,PDT000025854.1,SAMN10869115,GCA_004300625.1
PDS000000042.1,PDT000025537.1,SAMN10248938,GCA_003938005.1
PDS000000042.1,PDT000025544.1,SAMN10249011,GCA_003938135.1
PDS000000042.1,PDT000025557.1,SAMN10248944,GCA_003938525.1
PDS000000040.1,PDT000025546.1,SAMN10249039,GCA_003938285.1
PDS000000040.1,PDT000025549.1,SAMN10248994,GCA_003938345.1
PDS000000040.1,PDT000025555.1,SAMN10249071,GCA_003938485.1
PDS000000098.1,PDT000024796.1,SAMN04634057,GCA_002140295.1
PDS000000098.1,PDT000024797.1,SAMN04634036,GCA_002140315.1
PDS000000100.1,PDT000024790.1,SAMN06850204,GCA_002119055.1
PDS000000100.1,PDT000024791.1,SAMN06850205,GCA_002119065.1
PDS000000011.1,PDT000024307.1,SAMN02299501,GCA_000295195.2
PDS000000011.1,PDT000024308.1,SAMN02299500,GCA_000295215.2
PDS000000335.1,PDT000024550.1,SAMN06133056,GCA_001990575.1
PDS000000129.1,PDT000024312.1,SAMN02299495,GCA_000295355.2
PDS000000129.1,PDT000024313.1,SAMN02299491,GCA_000295395.2
PDS000000095.1,PDT000026171.1,SAMN11980294,GCA_006375895.1
PDS000000095.1,PDT000026173.1,SAMN11980293,GCA_006375925.1
PDS000000563.1,PDT000027351.1,SAMEA104567693,GCA_902161735.1
PDS000000563.1,PDT000027368.1,SAMEA104694457,GCA_902165445.1
PDS000000093.1,PDT000024839.1,SAMN05413853,GCA_002158355.1
PDS000000093.1,PDT000025362.1,SAMN05413868,GCA_003335735.1
PDS000000097.1,PDT000024801.1,SAMN04634035,GCA_002140385.1
PDS000000097.1,PDT000024821.1,SAMN04634059,GCA_002141125.1
PDS000000094.1,PDT000024836.1,SAMN05413850,GCA_002158325.1
PDS000000094.1,PDT000024843.1,SAMN05413857,GCA_002158445.1
PDS000000096.1,PDT000024828.1,SAMN04634004,GCA_002141355.1
PDS000000096.1,PDT000025316.1,SAMN02729182,GCA_003320395.1
PDS000000023.1,PDT000023647.1,SAMN00189137,GCA_000147235.1
PDS000000023.1,PDT000023677.1,SAMN00189134,GCA_000148285.1
PDS000000122.1,PDT000024409.1,SAMN04270951,GCA_001547155.1
PDS000000122.1,PDT000024430.1,SAMN04270973,GCA_001562895.1
PDS000000071.1,PDT000024316.1,SAMN02299488,GCA_000295595.2
PDS000000071.1,PDT000026242.1,SAMN12141647,GCA_006575625.1
PDS000000114.1,PDT000024544.1,SAMN04500822,GCA_001969545.1
PDS000000114.1,PDT000024547.1,SAMN04500826,GCA_001969645.1
PDS000000609.1,PDT000024070.1,SAMN02471505,GCA_000477575.1
